x y1 y2 y3 y4 
0.0 0.0 0.0 0.0 0.0 
0.05263157894736842 0.05263157894736842 0.06890698733394218 0.08093636832817586 0.08951289671686691 
0.10526315789473684 0.10526315789473684 0.13413435445557187 0.15320569303303944 0.16605874122001907 
0.15789473684210525 0.15789473684210525 0.19664510349520348 0.22035059065959384 0.2357928151446872 
0.21052631578947367 0.21052631578947367 0.25691332573680215 0.2836499862608749 0.3006443554827166 
0.2631578947368421 0.2631578947368421 0.3152461422086894 0.3438305080940772 0.3616517867360026 
0.3157894736842105 0.3157894736842105 0.3718645652401298 0.4013719183986688 0.41947690671738214 
0.3684210526315789 0.3684210526315789 0.4269374194019757 0.4566183676142882 0.47458212264930755 
0.42105263157894735 0.42105263157894735 0.4805989818959323 0.5098298929622329 0.5273100374067654 
0.47368421052631576 0.47368421052631576 0.532959029442185 0.5612106737541604 0.5779249530413337 
0.5263157894736842 0.5263157894736842 0.5841091868326206 0.6109251972903911 0.626636944544744 
0.5789473684210527 0.5789473684210527 0.6341272026839129 0.6591087068800243 0.6736165998558257 
0.631578947368421 0.631578947368421 0.6830798620741194 0.7058741509178628 0.7190047388688248 
0.6842105263157894 0.6842105263157894 0.7310251512742839 0.7513168380172828 0.7629189447914575 
0.7368421052631579 0.7368421052631579 0.7780137068421406 0.7955179393197815 0.8054580703465682 
0.7894736842105263 0.7894736842105263 0.8240901526304304 0.8385468130602216 0.8467054618322662 
0.8421052631578947 0.8421052631578947 0.8692938537261665 0.8804627578426311 0.8867310277965542 
0.894736842105263 0.894736842105263 0.9136597952942765 0.9213162799121466 0.9255926996171076 
0.9473684210526315 0.9473684210526315 0.9572189480756976 0.9611500320515166 0.9633370706821076 
1.0 1.0 0.9999988003000498 0.9999992239466189 0.9999993184507453 
